Water.Year,QM,WY-QM,wyqm,Cal.Year,Month,QM start day,QM end day,Start.Date,End.Date,Days in QM
2003,20,2003-20,2003-20,2003,2,22,28,2/22/2003,2/28/2003,7
2003,21,2003-21,2003-21,2003,3,1,8,3/1/2003,3/8/2003,8
2003,22,2003-22,2003-22,2003,3,9,16,3/9/2003,3/16/2003,8
2003,23,2003-23,2003-23,2003,3,17,24,3/17/2003,3/24/2003,8
2003,24,2003-24,2003-24,2003,3,25,31,3/25/2003,3/31/2003,7
2003,25,2003-25,2003-25,2003,4,1,8,4/1/2003,4/8/2003,8
2003,26,2003-26,2003-26,2003,4,9,16,4/9/2003,4/16/2003,8
2003,27,2003-27,2003-27,2003,4,17,23,4/17/2003,4/23/2003,7
2003,28,2003-28,2003-28,2003,4,24,30,4/24/2003,4/30/2003,7
2003,29,2003-29,2003-29,2003,5,1,8,5/1/2003,5/8/2003,8
2003,30,2003-30,2003-30,2003,5,9,16,5/9/2003,5/16/2003,8
2003,31,2003-31,2003-31,2003,5,17,24,5/17/2003,5/24/2003,8
2003,32,2003-32,2003-32,2003,5,25,31,5/25/2003,5/31/2003,7
2003,33,2003-33,2003-33,2003,6,1,8,6/1/2003,6/8/2003,8
2003,34,2003-34,2003-34,2003,6,9,16,6/9/2003,6/16/2003,8
2003,35,2003-35,2003-35,2003,6,17,23,6/17/2003,6/23/2003,7
2003,36,2003-36,2003-36,2003,6,24,30,6/24/2003,6/30/2003,7
2003,37,2003-37,2003-37,2003,7,1,8,7/1/2003,7/8/2003,8
2003,38,2003-38,2003-38,2003,7,9,16,7/9/2003,7/16/2003,8
2003,39,2003-39,2003-39,2003,7,17,24,7/17/2003,7/24/2003,8
2003,40,2003-40,2003-40,2003,7,25,31,7/25/2003,7/31/2003,7
2003,41,2003-41,2003-41,2003,8,1,8,8/1/2003,8/8/2003,8
2003,42,2003-42,2003-42,2003,8,9,16,8/9/2003,8/16/2003,8
2003,43,2003-43,2003-43,2003,8,17,24,8/17/2003,8/24/2003,8
2003,44,2003-44,2003-44,2003,8,25,31,8/25/2003,8/31/2003,7
2003,45,2003-45,2003-45,2003,9,1,8,9/1/2003,9/8/2003,8
2003,46,2003-46,2003-46,2003,9,9,16,9/9/2003,9/16/2003,8
2003,47,2003-47,2003-47,2003,9,17,23,9/17/2003,9/23/2003,7
2003,48,2003-48,2003-48,2003,9,24,30,9/24/2003,9/30/2003,7
2004,1,2004-01,2004-1,2003,10,1,8,10/1/2003,10/8/2003,8
2004,2,2004-02,2004-2,2003,10,9,16,10/9/2003,10/16/2003,8
2004,3,2004-03,2004-3,2003,10,17,24,10/17/2003,10/24/2003,8
2004,4,2004-04,2004-4,2003,10,25,31,10/25/2003,10/31/2003,7
2004,5,2004-05,2004-5,2003,11,1,8,11/1/2003,11/8/2003,8
2004,6,2004-06,2004-6,2003,11,9,16,11/9/2003,11/16/2003,8
2004,7,2004-07,2004-7,2003,11,17,23,11/17/2003,11/23/2003,7
2004,8,2004-08,2004-8,2003,11,24,30,11/24/2003,11/30/2003,7
2004,9,2004-09,2004-9,2003,12,1,8,12/1/2003,12/8/2003,8
2004,10,2004-10,2004-10,2003,12,9,16,12/9/2003,12/16/2003,8
2004,11,2004-11,2004-11,2003,12,17,24,12/17/2003,12/24/2003,8
2004,12,2004-12,2004-12,2003,12,25,31,12/25/2003,12/31/2003,7
2004,13,2004-13,2004-13,2004,1,1,8,1/1/2004,1/8/2004,8
2004,14,2004-14,2004-14,2004,1,9,16,1/9/2004,1/16/2004,8
2004,15,2004-15,2004-15,2004,1,17,24,1/17/2004,1/24/2004,8
2004,16,2004-16,2004-16,2004,1,25,31,1/25/2004,1/31/2004,7
2004,17,2004-17,2004-17,2004,2,1,7,2/1/2004,2/7/2004,7
2004,18,2004-18,2004-18,2004,2,8,14,2/8/2004,2/14/2004,7
2004,19,2004-19,2004-19,2004,2,15,21,2/15/2004,2/21/2004,7
2004,20,2004-20,2004-20,2004,2,22,28,2/22/2004,2/28/2004,7
2004,21,2004-21,2004-21,2004,3,1,8,3/1/2004,3/8/2004,8
2004,22,2004-22,2004-22,2004,3,9,16,3/9/2004,3/16/2004,8
2004,23,2004-23,2004-23,2004,3,17,24,3/17/2004,3/24/2004,8
2004,24,2004-24,2004-24,2004,3,25,31,3/25/2004,3/31/2004,7
2004,25,2004-25,2004-25,2004,4,1,8,4/1/2004,4/8/2004,8
2004,26,2004-26,2004-26,2004,4,9,16,4/9/2004,4/16/2004,8
2004,27,2004-27,2004-27,2004,4,17,23,4/17/2004,4/23/2004,7
2004,28,2004-28,2004-28,2004,4,24,30,4/24/2004,4/30/2004,7
2004,29,2004-29,2004-29,2004,5,1,8,5/1/2004,5/8/2004,8
2004,30,2004-30,2004-30,2004,5,9,16,5/9/2004,5/16/2004,8
2004,31,2004-31,2004-31,2004,5,17,24,5/17/2004,5/24/2004,8
2004,32,2004-32,2004-32,2004,5,25,31,5/25/2004,5/31/2004,7
2004,33,2004-33,2004-33,2004,6,1,8,6/1/2004,6/8/2004,8
2004,34,2004-34,2004-34,2004,6,9,16,6/9/2004,6/16/2004,8
2004,35,2004-35,2004-35,2004,6,17,23,6/17/2004,6/23/2004,7
2004,36,2004-36,2004-36,2004,6,24,30,6/24/2004,6/30/2004,7
2004,37,2004-37,2004-37,2004,7,1,8,7/1/2004,7/8/2004,8
2004,38,2004-38,2004-38,2004,7,9,16,7/9/2004,7/16/2004,8
2004,39,2004-39,2004-39,2004,7,17,24,7/17/2004,7/24/2004,8
2004,40,2004-40,2004-40,2004,7,25,31,7/25/2004,7/31/2004,7
2004,41,2004-41,2004-41,2004,8,1,8,8/1/2004,8/8/2004,8
2004,42,2004-42,2004-42,2004,8,9,16,8/9/2004,8/16/2004,8
2004,43,2004-43,2004-43,2004,8,17,24,8/17/2004,8/24/2004,8
2004,44,2004-44,2004-44,2004,8,25,31,8/25/2004,8/31/2004,7
2004,45,2004-45,2004-45,2004,9,1,8,9/1/2004,9/8/2004,8
2004,46,2004-46,2004-46,2004,9,9,16,9/9/2004,9/16/2004,8
2004,47,2004-47,2004-47,2004,9,17,23,9/17/2004,9/23/2004,7
2004,48,2004-48,2004-48,2004,9,24,30,9/24/2004,9/30/2004,7
2005,1,2005-01,2005-1,2004,10,1,8,10/1/2004,10/8/2004,8
2005,2,2005-02,2005-2,2004,10,9,16,10/9/2004,10/16/2004,8
2005,3,2005-03,2005-3,2004,10,17,24,10/17/2004,10/24/2004,8
2005,4,2005-04,2005-4,2004,10,25,31,10/25/2004,10/31/2004,7
2005,5,2005-05,2005-5,2004,11,1,8,11/1/2004,11/8/2004,8
2005,6,2005-06,2005-6,2004,11,9,16,11/9/2004,11/16/2004,8
2005,7,2005-07,2005-7,2004,11,17,23,11/17/2004,11/23/2004,7
2005,8,2005-08,2005-8,2004,11,24,30,11/24/2004,11/30/2004,7
2005,9,2005-09,2005-9,2004,12,1,8,12/1/2004,12/8/2004,8
2005,10,2005-10,2005-10,2004,12,9,16,12/9/2004,12/16/2004,8
2005,11,2005-11,2005-11,2004,12,17,24,12/17/2004,12/24/2004,8
2005,12,2005-12,2005-12,2004,12,25,31,12/25/2004,12/31/2004,7
2005,13,2005-13,2005-13,2005,1,1,8,1/1/2005,1/8/2005,8
2005,14,2005-14,2005-14,2005,1,9,16,1/9/2005,1/16/2005,8
2005,15,2005-15,2005-15,2005,1,17,24,1/17/2005,1/24/2005,8
2005,16,2005-16,2005-16,2005,1,25,31,1/25/2005,1/31/2005,7
2005,17,2005-17,2005-17,2005,2,1,7,2/1/2005,2/7/2005,7
2005,18,2005-18,2005-18,2005,2,8,14,2/8/2005,2/14/2005,7
2005,19,2005-19,2005-19,2005,2,15,21,2/15/2005,2/21/2005,7
2005,20,2005-20,2005-20,2005,2,22,28,2/22/2005,2/28/2005,7
2005,21,2005-21,2005-21,2005,3,1,8,3/1/2005,3/8/2005,8
2005,22,2005-22,2005-22,2005,3,9,16,3/9/2005,3/16/2005,8
2005,23,2005-23,2005-23,2005,3,17,24,3/17/2005,3/24/2005,8
2005,24,2005-24,2005-24,2005,3,25,31,3/25/2005,3/31/2005,7
2005,25,2005-25,2005-25,2005,4,1,8,4/1/2005,4/8/2005,8
2005,26,2005-26,2005-26,2005,4,9,16,4/9/2005,4/16/2005,8
2005,27,2005-27,2005-27,2005,4,17,23,4/17/2005,4/23/2005,7
2005,28,2005-28,2005-28,2005,4,24,30,4/24/2005,4/30/2005,7
2005,29,2005-29,2005-29,2005,5,1,8,5/1/2005,5/8/2005,8
2005,30,2005-30,2005-30,2005,5,9,16,5/9/2005,5/16/2005,8
2005,31,2005-31,2005-31,2005,5,17,24,5/17/2005,5/24/2005,8
2005,32,2005-32,2005-32,2005,5,25,31,5/25/2005,5/31/2005,7
2005,33,2005-33,2005-33,2005,6,1,8,6/1/2005,6/8/2005,8
2005,34,2005-34,2005-34,2005,6,9,16,6/9/2005,6/16/2005,8
2005,35,2005-35,2005-35,2005,6,17,23,6/17/2005,6/23/2005,7
2005,36,2005-36,2005-36,2005,6,24,30,6/24/2005,6/30/2005,7
2005,37,2005-37,2005-37,2005,7,1,8,7/1/2005,7/8/2005,8
2005,38,2005-38,2005-38,2005,7,9,16,7/9/2005,7/16/2005,8
2005,39,2005-39,2005-39,2005,7,17,24,7/17/2005,7/24/2005,8
2005,40,2005-40,2005-40,2005,7,25,31,7/25/2005,7/31/2005,7
2005,41,2005-41,2005-41,2005,8,1,8,8/1/2005,8/8/2005,8
2005,42,2005-42,2005-42,2005,8,9,16,8/9/2005,8/16/2005,8
2005,43,2005-43,2005-43,2005,8,17,24,8/17/2005,8/24/2005,8
2005,44,2005-44,2005-44,2005,8,25,31,8/25/2005,8/31/2005,7
2005,45,2005-45,2005-45,2005,9,1,8,9/1/2005,9/8/2005,8
2005,46,2005-46,2005-46,2005,9,9,16,9/9/2005,9/16/2005,8
2005,47,2005-47,2005-47,2005,9,17,23,9/17/2005,9/23/2005,7
2005,48,2005-48,2005-48,2005,9,24,30,9/24/2005,9/30/2005,7
2006,1,2006-01,2006-1,2005,10,1,8,10/1/2005,10/8/2005,8
2006,2,2006-02,2006-2,2005,10,9,16,10/9/2005,10/16/2005,8
2006,3,2006-03,2006-3,2005,10,17,24,10/17/2005,10/24/2005,8
2006,4,2006-04,2006-4,2005,10,25,31,10/25/2005,10/31/2005,7
2006,5,2006-05,2006-5,2005,11,1,8,11/1/2005,11/8/2005,8
2006,6,2006-06,2006-6,2005,11,9,16,11/9/2005,11/16/2005,8
2006,7,2006-07,2006-7,2005,11,17,23,11/17/2005,11/23/2005,7
2006,8,2006-08,2006-8,2005,11,24,30,11/24/2005,11/30/2005,7
2006,9,2006-09,2006-9,2005,12,1,8,12/1/2005,12/8/2005,8
2006,10,2006-10,2006-10,2005,12,9,16,12/9/2005,12/16/2005,8
2006,11,2006-11,2006-11,2005,12,17,24,12/17/2005,12/24/2005,8
2006,12,2006-12,2006-12,2005,12,25,31,12/25/2005,12/31/2005,7
2006,13,2006-13,2006-13,2006,1,1,8,1/1/2006,1/8/2006,8
2006,14,2006-14,2006-14,2006,1,9,16,1/9/2006,1/16/2006,8
2006,15,2006-15,2006-15,2006,1,17,24,1/17/2006,1/24/2006,8
2006,16,2006-16,2006-16,2006,1,25,31,1/25/2006,1/31/2006,7
2006,17,2006-17,2006-17,2006,2,1,7,2/1/2006,2/7/2006,7
2006,18,2006-18,2006-18,2006,2,8,14,2/8/2006,2/14/2006,7
2006,19,2006-19,2006-19,2006,2,15,21,2/15/2006,2/21/2006,7
2006,20,2006-20,2006-20,2006,2,22,28,2/22/2006,2/28/2006,7
2006,21,2006-21,2006-21,2006,3,1,8,3/1/2006,3/8/2006,8
2006,22,2006-22,2006-22,2006,3,9,16,3/9/2006,3/16/2006,8
2006,23,2006-23,2006-23,2006,3,17,24,3/17/2006,3/24/2006,8
2006,24,2006-24,2006-24,2006,3,25,31,3/25/2006,3/31/2006,7
2006,25,2006-25,2006-25,2006,4,1,8,4/1/2006,4/8/2006,8
2006,26,2006-26,2006-26,2006,4,9,16,4/9/2006,4/16/2006,8
2006,27,2006-27,2006-27,2006,4,17,23,4/17/2006,4/23/2006,7
2006,28,2006-28,2006-28,2006,4,24,30,4/24/2006,4/30/2006,7
2006,29,2006-29,2006-29,2006,5,1,8,5/1/2006,5/8/2006,8
2006,30,2006-30,2006-30,2006,5,9,16,5/9/2006,5/16/2006,8
2006,31,2006-31,2006-31,2006,5,17,24,5/17/2006,5/24/2006,8
2006,32,2006-32,2006-32,2006,5,25,31,5/25/2006,5/31/2006,7
2006,33,2006-33,2006-33,2006,6,1,8,6/1/2006,6/8/2006,8
2006,34,2006-34,2006-34,2006,6,9,16,6/9/2006,6/16/2006,8
2006,35,2006-35,2006-35,2006,6,17,23,6/17/2006,6/23/2006,7
2006,36,2006-36,2006-36,2006,6,24,30,6/24/2006,6/30/2006,7
2006,37,2006-37,2006-37,2006,7,1,8,7/1/2006,7/8/2006,8
2006,38,2006-38,2006-38,2006,7,9,16,7/9/2006,7/16/2006,8
2006,39,2006-39,2006-39,2006,7,17,24,7/17/2006,7/24/2006,8
2006,40,2006-40,2006-40,2006,7,25,31,7/25/2006,7/31/2006,7
2006,41,2006-41,2006-41,2006,8,1,8,8/1/2006,8/8/2006,8
2006,42,2006-42,2006-42,2006,8,9,16,8/9/2006,8/16/2006,8
2006,43,2006-43,2006-43,2006,8,17,24,8/17/2006,8/24/2006,8
2006,44,2006-44,2006-44,2006,8,25,31,8/25/2006,8/31/2006,7
2006,45,2006-45,2006-45,2006,9,1,8,9/1/2006,9/8/2006,8
2006,46,2006-46,2006-46,2006,9,9,16,9/9/2006,9/16/2006,8
2006,47,2006-47,2006-47,2006,9,17,23,9/17/2006,9/23/2006,7
2006,48,2006-48,2006-48,2006,9,24,30,9/24/2006,9/30/2006,7
2007,1,2007-01,2007-1,2006,10,1,8,10/1/2006,10/8/2006,8
2007,2,2007-02,2007-2,2006,10,9,16,10/9/2006,10/16/2006,8
2007,3,2007-03,2007-3,2006,10,17,24,10/17/2006,10/24/2006,8
2007,4,2007-04,2007-4,2006,10,25,31,10/25/2006,10/31/2006,7
2007,5,2007-05,2007-5,2006,11,1,8,11/1/2006,11/8/2006,8
2007,6,2007-06,2007-6,2006,11,9,16,11/9/2006,11/16/2006,8
2007,7,2007-07,2007-7,2006,11,17,23,11/17/2006,11/23/2006,7
2007,8,2007-08,2007-8,2006,11,24,30,11/24/2006,11/30/2006,7
2007,9,2007-09,2007-9,2006,12,1,8,12/1/2006,12/8/2006,8
2007,10,2007-10,2007-10,2006,12,9,16,12/9/2006,12/16/2006,8
2007,11,2007-11,2007-11,2006,12,17,24,12/17/2006,12/24/2006,8
2007,12,2007-12,2007-12,2006,12,25,31,12/25/2006,12/31/2006,7
2007,13,2007-13,2007-13,2007,1,1,8,1/1/2007,1/8/2007,8
2007,14,2007-14,2007-14,2007,1,9,16,1/9/2007,1/16/2007,8
2007,15,2007-15,2007-15,2007,1,17,24,1/17/2007,1/24/2007,8
2007,16,2007-16,2007-16,2007,1,25,31,1/25/2007,1/31/2007,7
2007,17,2007-17,2007-17,2007,2,1,7,2/1/2007,2/7/2007,7
2007,18,2007-18,2007-18,2007,2,8,14,2/8/2007,2/14/2007,7
2007,19,2007-19,2007-19,2007,2,15,21,2/15/2007,2/21/2007,7
2007,20,2007-20,2007-20,2007,2,22,28,2/22/2007,2/28/2007,7
2007,21,2007-21,2007-21,2007,3,1,8,3/1/2007,3/8/2007,8
2007,22,2007-22,2007-22,2007,3,9,16,3/9/2007,3/16/2007,8
2007,23,2007-23,2007-23,2007,3,17,24,3/17/2007,3/24/2007,8
2007,24,2007-24,2007-24,2007,3,25,31,3/25/2007,3/31/2007,7
2007,25,2007-25,2007-25,2007,4,1,8,4/1/2007,4/8/2007,8
2007,26,2007-26,2007-26,2007,4,9,16,4/9/2007,4/16/2007,8
2007,27,2007-27,2007-27,2007,4,17,23,4/17/2007,4/23/2007,7
2007,28,2007-28,2007-28,2007,4,24,30,4/24/2007,4/30/2007,7
2007,29,2007-29,2007-29,2007,5,1,8,5/1/2007,5/8/2007,8
2007,30,2007-30,2007-30,2007,5,9,16,5/9/2007,5/16/2007,8
2007,31,2007-31,2007-31,2007,5,17,24,5/17/2007,5/24/2007,8
2007,32,2007-32,2007-32,2007,5,25,31,5/25/2007,5/31/2007,7
2007,33,2007-33,2007-33,2007,6,1,8,6/1/2007,6/8/2007,8
2007,34,2007-34,2007-34,2007,6,9,16,6/9/2007,6/16/2007,8
2007,35,2007-35,2007-35,2007,6,17,23,6/17/2007,6/23/2007,7
2007,36,2007-36,2007-36,2007,6,24,30,6/24/2007,6/30/2007,7
2007,37,2007-37,2007-37,2007,7,1,8,7/1/2007,7/8/2007,8
2007,38,2007-38,2007-38,2007,7,9,16,7/9/2007,7/16/2007,8
2007,39,2007-39,2007-39,2007,7,17,24,7/17/2007,7/24/2007,8
2007,40,2007-40,2007-40,2007,7,25,31,7/25/2007,7/31/2007,7
2007,41,2007-41,2007-41,2007,8,1,8,8/1/2007,8/8/2007,8
2007,42,2007-42,2007-42,2007,8,9,16,8/9/2007,8/16/2007,8
2007,43,2007-43,2007-43,2007,8,17,24,8/17/2007,8/24/2007,8
2007,44,2007-44,2007-44,2007,8,25,31,8/25/2007,8/31/2007,7
2007,45,2007-45,2007-45,2007,9,1,8,9/1/2007,9/8/2007,8
2007,46,2007-46,2007-46,2007,9,9,16,9/9/2007,9/16/2007,8
2007,47,2007-47,2007-47,2007,9,17,23,9/17/2007,9/23/2007,7
2007,48,2007-48,2007-48,2007,9,24,30,9/24/2007,9/30/2007,7
2008,1,2008-01,2008-1,2007,10,1,8,10/1/2007,10/8/2007,8
2008,2,2008-02,2008-2,2007,10,9,16,10/9/2007,10/16/2007,8
2008,3,2008-03,2008-3,2007,10,17,24,10/17/2007,10/24/2007,8
2008,4,2008-04,2008-4,2007,10,25,31,10/25/2007,10/31/2007,7
2008,5,2008-05,2008-5,2007,11,1,8,11/1/2007,11/8/2007,8
2008,6,2008-06,2008-6,2007,11,9,16,11/9/2007,11/16/2007,8
2008,7,2008-07,2008-7,2007,11,17,23,11/17/2007,11/23/2007,7
2008,8,2008-08,2008-8,2007,11,24,30,11/24/2007,11/30/2007,7
2008,9,2008-09,2008-9,2007,12,1,8,12/1/2007,12/8/2007,8
2008,10,2008-10,2008-10,2007,12,9,16,12/9/2007,12/16/2007,8
2008,11,2008-11,2008-11,2007,12,17,24,12/17/2007,12/24/2007,8
2008,12,2008-12,2008-12,2007,12,25,31,12/25/2007,12/31/2007,7
2008,13,2008-13,2008-13,2008,1,1,8,1/1/2008,1/8/2008,8
2008,14,2008-14,2008-14,2008,1,9,16,1/9/2008,1/16/2008,8
2008,15,2008-15,2008-15,2008,1,17,24,1/17/2008,1/24/2008,8
2008,16,2008-16,2008-16,2008,1,25,31,1/25/2008,1/31/2008,7
2008,17,2008-17,2008-17,2008,2,1,7,2/1/2008,2/7/2008,7
2008,18,2008-18,2008-18,2008,2,8,14,2/8/2008,2/14/2008,7
2008,19,2008-19,2008-19,2008,2,15,21,2/15/2008,2/21/2008,7
2008,20,2008-20,2008-20,2008,2,22,28,2/22/2008,2/28/2008,7
2008,21,2008-21,2008-21,2008,3,1,8,3/1/2008,3/8/2008,8
2008,22,2008-22,2008-22,2008,3,9,16,3/9/2008,3/16/2008,8
2008,23,2008-23,2008-23,2008,3,17,24,3/17/2008,3/24/2008,8
2008,24,2008-24,2008-24,2008,3,25,31,3/25/2008,3/31/2008,7
2008,25,2008-25,2008-25,2008,4,1,8,4/1/2008,4/8/2008,8
2008,26,2008-26,2008-26,2008,4,9,16,4/9/2008,4/16/2008,8
2008,27,2008-27,2008-27,2008,4,17,23,4/17/2008,4/23/2008,7
2008,28,2008-28,2008-28,2008,4,24,30,4/24/2008,4/30/2008,7
2008,29,2008-29,2008-29,2008,5,1,8,5/1/2008,5/8/2008,8
2008,30,2008-30,2008-30,2008,5,9,16,5/9/2008,5/16/2008,8
2008,31,2008-31,2008-31,2008,5,17,24,5/17/2008,5/24/2008,8
2008,32,2008-32,2008-32,2008,5,25,31,5/25/2008,5/31/2008,7
2008,33,2008-33,2008-33,2008,6,1,8,6/1/2008,6/8/2008,8
2008,34,2008-34,2008-34,2008,6,9,16,6/9/2008,6/16/2008,8
2008,35,2008-35,2008-35,2008,6,17,23,6/17/2008,6/23/2008,7
2008,36,2008-36,2008-36,2008,6,24,30,6/24/2008,6/30/2008,7
2008,37,2008-37,2008-37,2008,7,1,8,7/1/2008,7/8/2008,8
2008,38,2008-38,2008-38,2008,7,9,16,7/9/2008,7/16/2008,8
2008,39,2008-39,2008-39,2008,7,17,24,7/17/2008,7/24/2008,8
2008,40,2008-40,2008-40,2008,7,25,31,7/25/2008,7/31/2008,7
2008,41,2008-41,2008-41,2008,8,1,8,8/1/2008,8/8/2008,8
2008,42,2008-42,2008-42,2008,8,9,16,8/9/2008,8/16/2008,8
2008,43,2008-43,2008-43,2008,8,17,24,8/17/2008,8/24/2008,8
2008,44,2008-44,2008-44,2008,8,25,31,8/25/2008,8/31/2008,7
2008,45,2008-45,2008-45,2008,9,1,8,9/1/2008,9/8/2008,8
2008,46,2008-46,2008-46,2008,9,9,16,9/9/2008,9/16/2008,8
2008,47,2008-47,2008-47,2008,9,17,23,9/17/2008,9/23/2008,7
2008,48,2008-48,2008-48,2008,9,24,30,9/24/2008,9/30/2008,7
2009,1,2009-01,2009-1,2008,10,1,8,10/1/2008,10/8/2008,8
2009,2,2009-02,2009-2,2008,10,9,16,10/9/2008,10/16/2008,8
2009,3,2009-03,2009-3,2008,10,17,24,10/17/2008,10/24/2008,8
2009,4,2009-04,2009-4,2008,10,25,31,10/25/2008,10/31/2008,7
2009,5,2009-05,2009-5,2008,11,1,8,11/1/2008,11/8/2008,8
2009,6,2009-06,2009-6,2008,11,9,16,11/9/2008,11/16/2008,8
2009,7,2009-07,2009-7,2008,11,17,23,11/17/2008,11/23/2008,7
2009,8,2009-08,2009-8,2008,11,24,30,11/24/2008,11/30/2008,7
2009,9,2009-09,2009-9,2008,12,1,8,12/1/2008,12/8/2008,8
2009,10,2009-10,2009-10,2008,12,9,16,12/9/2008,12/16/2008,8
2009,11,2009-11,2009-11,2008,12,17,24,12/17/2008,12/24/2008,8
2009,12,2009-12,2009-12,2008,12,25,31,12/25/2008,12/31/2008,7
2009,13,2009-13,2009-13,2009,1,1,8,1/1/2009,1/8/2009,8
2009,14,2009-14,2009-14,2009,1,9,16,1/9/2009,1/16/2009,8
2009,15,2009-15,2009-15,2009,1,17,24,1/17/2009,1/24/2009,8
2009,16,2009-16,2009-16,2009,1,25,31,1/25/2009,1/31/2009,7
2009,17,2009-17,2009-17,2009,2,1,7,2/1/2009,2/7/2009,7
2009,18,2009-18,2009-18,2009,2,8,14,2/8/2009,2/14/2009,7
2009,19,2009-19,2009-19,2009,2,15,21,2/15/2009,2/21/2009,7
2009,20,2009-20,2009-20,2009,2,22,28,2/22/2009,2/28/2009,7
2009,21,2009-21,2009-21,2009,3,1,8,3/1/2009,3/8/2009,8
2009,22,2009-22,2009-22,2009,3,9,16,3/9/2009,3/16/2009,8
2009,23,2009-23,2009-23,2009,3,17,24,3/17/2009,3/24/2009,8
2009,24,2009-24,2009-24,2009,3,25,31,3/25/2009,3/31/2009,7
2009,25,2009-25,2009-25,2009,4,1,8,4/1/2009,4/8/2009,8
2009,26,2009-26,2009-26,2009,4,9,16,4/9/2009,4/16/2009,8
2009,27,2009-27,2009-27,2009,4,17,23,4/17/2009,4/23/2009,7
2009,28,2009-28,2009-28,2009,4,24,30,4/24/2009,4/30/2009,7
2009,29,2009-29,2009-29,2009,5,1,8,5/1/2009,5/8/2009,8
2009,30,2009-30,2009-30,2009,5,9,16,5/9/2009,5/16/2009,8
2009,31,2009-31,2009-31,2009,5,17,24,5/17/2009,5/24/2009,8
2009,32,2009-32,2009-32,2009,5,25,31,5/25/2009,5/31/2009,7
2009,33,2009-33,2009-33,2009,6,1,8,6/1/2009,6/8/2009,8
2009,34,2009-34,2009-34,2009,6,9,16,6/9/2009,6/16/2009,8
2009,35,2009-35,2009-35,2009,6,17,23,6/17/2009,6/23/2009,7
2009,36,2009-36,2009-36,2009,6,24,30,6/24/2009,6/30/2009,7
2009,37,2009-37,2009-37,2009,7,1,8,7/1/2009,7/8/2009,8
2009,38,2009-38,2009-38,2009,7,9,16,7/9/2009,7/16/2009,8
2009,39,2009-39,2009-39,2009,7,17,24,7/17/2009,7/24/2009,8
2009,40,2009-40,2009-40,2009,7,25,31,7/25/2009,7/31/2009,7
2009,41,2009-41,2009-41,2009,8,1,8,8/1/2009,8/8/2009,8
2009,42,2009-42,2009-42,2009,8,9,16,8/9/2009,8/16/2009,8
2009,43,2009-43,2009-43,2009,8,17,24,8/17/2009,8/24/2009,8
2009,44,2009-44,2009-44,2009,8,25,31,8/25/2009,8/31/2009,7
2009,45,2009-45,2009-45,2009,9,1,8,9/1/2009,9/8/2009,8
2009,46,2009-46,2009-46,2009,9,9,16,9/9/2009,9/16/2009,8
2009,47,2009-47,2009-47,2009,9,17,23,9/17/2009,9/23/2009,7
2009,48,2009-48,2009-48,2009,9,24,30,9/24/2009,9/30/2009,7
2010,1,2010-01,2010-1,2009,10,1,8,10/1/2009,10/8/2009,8
2010,2,2010-02,2010-2,2009,10,9,16,10/9/2009,10/16/2009,8
2010,3,2010-03,2010-3,2009,10,17,24,10/17/2009,10/24/2009,8
2010,4,2010-04,2010-4,2009,10,25,31,10/25/2009,10/31/2009,7
2010,5,2010-05,2010-5,2009,11,1,8,11/1/2009,11/8/2009,8
2010,6,2010-06,2010-6,2009,11,9,16,11/9/2009,11/16/2009,8
2010,7,2010-07,2010-7,2009,11,17,23,11/17/2009,11/23/2009,7
2010,8,2010-08,2010-8,2009,11,24,30,11/24/2009,11/30/2009,7
2010,9,2010-09,2010-9,2009,12,1,8,12/1/2009,12/8/2009,8
2010,10,2010-10,2010-10,2009,12,9,16,12/9/2009,12/16/2009,8
2010,11,2010-11,2010-11,2009,12,17,24,12/17/2009,12/24/2009,8
2010,12,2010-12,2010-12,2009,12,25,31,12/25/2009,12/31/2009,7
2010,13,2010-13,2010-13,2010,1,1,8,1/1/2010,1/8/2010,8
2010,14,2010-14,2010-14,2010,1,9,16,1/9/2010,1/16/2010,8
2010,15,2010-15,2010-15,2010,1,17,24,1/17/2010,1/24/2010,8
2010,16,2010-16,2010-16,2010,1,25,31,1/25/2010,1/31/2010,7
2010,17,2010-17,2010-17,2010,2,1,7,2/1/2010,2/7/2010,7
2010,18,2010-18,2010-18,2010,2,8,14,2/8/2010,2/14/2010,7
2010,19,2010-19,2010-19,2010,2,15,21,2/15/2010,2/21/2010,7
2010,20,2010-20,2010-20,2010,2,22,28,2/22/2010,2/28/2010,7
2010,21,2010-21,2010-21,2010,3,1,8,3/1/2010,3/8/2010,8
2010,22,2010-22,2010-22,2010,3,9,16,3/9/2010,3/16/2010,8
2010,23,2010-23,2010-23,2010,3,17,24,3/17/2010,3/24/2010,8
2010,24,2010-24,2010-24,2010,3,25,31,3/25/2010,3/31/2010,7
2010,25,2010-25,2010-25,2010,4,1,8,4/1/2010,4/8/2010,8
2010,26,2010-26,2010-26,2010,4,9,16,4/9/2010,4/16/2010,8
2010,27,2010-27,2010-27,2010,4,17,23,4/17/2010,4/23/2010,7
2010,28,2010-28,2010-28,2010,4,24,30,4/24/2010,4/30/2010,7
2010,29,2010-29,2010-29,2010,5,1,8,5/1/2010,5/8/2010,8
2010,30,2010-30,2010-30,2010,5,9,16,5/9/2010,5/16/2010,8
2010,31,2010-31,2010-31,2010,5,17,24,5/17/2010,5/24/2010,8
